0 ['8', '18', '22']
3954 ['51', '52', '6']
3965 ['51', '52', '11']
3966 ['51', '52', '11']
3967 ['51', '52', '11']
3968 ['51', '52', '11']
3969 ['51', '52', '11']
3970 ['51', '52', '11']
3971 ['51', '52', '11']
3972 ['51', '52', '11']
3973 ['51', '52', '11']
3974 ['51', '52', '11']
3985 ['51', '52', '52']
3986 ['51', '52', '52']
3987 ['51', '52', '52']
3988 ['51', '52', '52']
3989 ['51', '52', '52']
3990 ['51', '52', '52']
3991 ['51', '52', '52']
3992 ['51', '52', '52']
3993 ['51', '52', '52']
3994 ['51', '52', '52']
4005 ['29', '19', '11']
4006 ['29', '19', '11']
4007 ['29', '19', '11']
4008 ['29', '19', '11']
4009 ['29', '19', '11']
4010 ['29', '19', '11']
4011 ['29', '19', '11']
4012 ['29', '19', '11']
4013 ['29', '19', '11']
4014 ['29', '19', '11']
4025 ['18', '25', '11']
4026 ['18', '25', '11']
4027 ['18', '25', '11']
4028 ['18', '25', '11']
4029 ['18', '25', '11']
4030 ['18', '25', '11']
4031 ['18', '25', '11']
4032 ['18', '25', '11']
4033 ['18', '25', '11']
4034 ['18', '25', '11']
4045 ['13', '55', '42']
4046 ['13', '55', '42']
4047 ['13', '55', '42']
4048 ['13', '55', '42']
4049 ['13', '55', '42']
4050 ['13', '55', '42']
4051 ['13', '55', '42']
4052 ['13', '55', '42']
4053 ['13', '55', '42']
4054 ['13', '55', '42']
4065 ['50', '53', '44']
4066 ['50', '53', '44']
4067 ['50', '53', '44']
4068 ['50', '53', '44']
4069 ['50', '53', '44']
4070 ['50', '53', '44']
4071 ['50', '53', '44']
4072 ['50', '53', '44']
4073 ['50', '53', '44']
4074 ['50', '53', '44']
4085 ['10', '35', '6']
4086 ['10', '35', '6']
4087 ['10', '35', '6']
4088 ['10', '35', '6']
4089 ['10', '35', '6']
4090 ['10', '35', '6']
4091 ['10', '35', '6']
4092 ['10', '35', '6']
4093 ['10', '35', '6']
4094 ['10', '35', '6']
4105 ['10', '8', '15']
4106 ['10', '8', '15']
4107 ['10', '8', '15']
4108 ['10', '8', '15']
4109 ['10', '8', '15']
4110 ['10', '8', '15']
4111 ['10', '8', '15']
4112 ['10', '8', '15']
4113 ['10', '8', '15']
4114 ['10', '8', '15']
4125 ['3', '24', '4']
4126 ['3', '24', '4']
4127 ['3', '24', '4']
4128 ['3', '24', '4']
4129 ['3', '24', '4']
4130 ['3', '24', '4']
4131 ['3', '24', '4']
4132 ['3', '24', '4']
4133 ['3', '24', '4']
4134 ['3', '24', '4']
4145 ['7', '38', '0']
4146 ['7', '38', '0']
4147 ['7', '38', '0']
4148 ['7', '38', '0']
4149 ['7', '38', '0']
4150 ['7', '38', '0']
4151 ['7', '38', '0']
4152 ['7', '38', '0']
4153 ['7', '38', '0']
4154 ['7', '38', '0']
4165 ['20', '6', '33']
4166 ['20', '6', '33']
4167 ['20', '6', '33']
4168 ['20', '6', '33']
4169 ['20', '6', '33']
4170 ['20', '6', '33']
4171 ['20', '6', '33']
4172 ['20', '6', '33']
4173 ['20', '6', '33']
4174 ['20', '6', '33']
4185 ['55', '15', '37']
4186 ['55', '15', '37']
4187 ['55', '15', '37']
4188 ['55', '15', '37']
4189 ['55', '15', '37']
4190 ['55', '15', '37']
4191 ['55', '15', '37']
4192 ['55', '15', '37']
4193 ['55', '15', '37']
4194 ['55', '15', '37']
4205 ['9', '33', '34']
4206 ['9', '33', '34']
4207 ['9', '33', '34']
4208 ['9', '33', '34']
4209 ['9', '33', '34']
4210 ['9', '33', '34']
4211 ['9', '33', '34']
4212 ['9', '33', '34']
4213 ['9', '33', '34']
4214 ['9', '33', '34']
4225 ['30', '38', '58']
4226 ['30', '38', '58']
4227 ['30', '38', '58']
4228 ['30', '38', '58']
4229 ['30', '38', '58']
4230 ['30', '38', '58']
4231 ['30', '38', '58']
4232 ['30', '38', '58']
4233 ['30', '38', '58']
4234 ['30', '38', '58']
4245 ['18', '26', '46']
4246 ['18', '26', '46']
4247 ['18', '26', '46']
4248 ['18', '26', '46']
4249 ['18', '26', '46']
4250 ['18', '26', '46']
4251 ['18', '26', '46']
4252 ['18', '26', '46']
4253 ['18', '26', '46']
4254 ['18', '26', '46']
4265 ['2', '8', '44']
4266 ['2', '8', '44']
4267 ['2', '8', '44']
4268 ['2', '8', '44']
4269 ['2', '8', '44']
4270 ['2', '8', '44']
4271 ['2', '8', '44']
4272 ['2', '8', '44']
4273 ['2', '8', '44']
4274 ['2', '8', '44']
4285 ['59', '11', '29']
4286 ['59', '11', '29']
4287 ['59', '11', '29']
4288 ['59', '11', '29']
4289 ['59', '11', '29']
4290 ['59', '11', '29']
4291 ['59', '11', '29']
4292 ['59', '11', '29']
4293 ['59', '11', '29']
4294 ['59', '11', '29']
4305 ['5', '20', '40']
4306 ['5', '20', '40']
4307 ['5', '20', '40']
4308 ['5', '20', '40']
4309 ['5', '20', '40']
4310 ['5', '20', '40']
4311 ['5', '20', '40']
4312 ['5', '20', '40']
4313 ['5', '20', '40']
4314 ['5', '20', '40']
4325 ['4', '14', '13']
4326 ['4', '14', '13']
4327 ['4', '14', '13']
4328 ['4', '14', '13']
4329 ['4', '14', '13']
4330 ['4', '14', '13']
4331 ['4', '14', '13']
4332 ['4', '14', '13']
4333 ['4', '14', '13']
4334 ['4', '14', '13']
4345 ['59', '20', '18']
4346 ['59', '20', '18']
4347 ['59', '20', '18']
4348 ['59', '20', '18']
4349 ['59', '20', '18']
4350 ['59', '20', '18']
4351 ['59', '20', '18']
4352 ['59', '20', '18']
4353 ['59', '20', '18']
4354 ['59', '20', '18']
4365 ['44', '50', '60']
4366 ['44', '50', '60']
4367 ['44', '50', '60']
4368 ['44', '50', '60']
4369 ['44', '50', '60']
4370 ['44', '50', '60']
4371 ['44', '50', '60']
4372 ['44', '50', '60']
4373 ['44', '50', '60']
4374 ['44', '50', '60']
4385 ['32', '59', '49']
4386 ['32', '59', '49']
4387 ['32', '59', '49']
4388 ['32', '59', '49']
4389 ['32', '59', '49']
4390 ['32', '59', '49']
4391 ['32', '59', '49']
4392 ['32', '59', '49']
4393 ['32', '59', '49']
4394 ['32', '59', '49']
4405 ['38', '61', '19']
4406 ['38', '61', '19']
4407 ['38', '61', '19']
4408 ['38', '61', '19']
4409 ['38', '61', '19']
4410 ['38', '61', '19']
4411 ['38', '61', '19']
4412 ['38', '61', '19']
4413 ['38', '61', '19']
4414 ['38', '61', '19']
4425 ['35', '38', '61']
4426 ['35', '38', '61']
4427 ['35', '38', '61']
4428 ['35', '38', '61']
4429 ['35', '38', '61']
4430 ['35', '38', '61']
4431 ['35', '38', '61']
4432 ['35', '38', '61']
4433 ['35', '38', '61']
4434 ['35', '38', '61']
4445 ['47', '54', '9']
4446 ['47', '54', '9']
4447 ['47', '54', '9']
4448 ['47', '54', '9']
4449 ['47', '54', '9']
4450 ['47', '54', '9']
4451 ['47', '54', '9']
4452 ['47', '54', '9']
4453 ['47', '54', '9']
4454 ['47', '54', '9']
4465 ['18', '0', '36']
4466 ['18', '0', '36']
4467 ['18', '0', '36']
4468 ['18', '0', '36']
4469 ['18', '0', '36']
4470 ['18', '0', '36']
4471 ['18', '0', '36']
4472 ['18', '0', '36']
4473 ['18', '0', '36']
4474 ['18', '0', '36']
4485 ['27', '38', '20']
4486 ['27', '38', '20']
4487 ['27', '38', '20']
4488 ['27', '38', '20']
4489 ['27', '38', '20']
4490 ['27', '38', '20']
4491 ['27', '38', '20']
4492 ['27', '38', '20']
4493 ['27', '38', '20']
4494 ['27', '38', '20']
4505 ['2', '10', '43']
4506 ['2', '10', '43']
4507 ['2', '10', '43']
4508 ['2', '10', '43']
4509 ['2', '10', '43']
4510 ['2', '10', '43']
4511 ['2', '10', '43']
4512 ['2', '10', '43']
4513 ['2', '10', '43']
4514 ['2', '10', '43']
4525 ['42', '27', '38']
4526 ['42', '27', '38']
4527 ['42', '27', '38']
4528 ['42', '27', '38']
4529 ['42', '27', '38']
4530 ['42', '27', '38']
4531 ['42', '27', '38']
4532 ['42', '27', '38']
4533 ['42', '27', '38']
4534 ['42', '27', '38']
4545 ['44', '1', '27']
4546 ['44', '1', '27']
4547 ['44', '1', '27']
4548 ['44', '1', '27']
4549 ['44', '1', '27']
4550 ['44', '1', '27']
4551 ['44', '1', '27']
4552 ['44', '1', '27']
4553 ['44', '1', '27']
4554 ['44', '1', '27']
4565 ['40', '3', '22']
4566 ['40', '3', '22']
4567 ['40', '3', '22']
4568 ['40', '3', '22']
4569 ['40', '3', '22']
4570 ['40', '3', '22']
4571 ['40', '3', '22']
4572 ['40', '3', '22']
4573 ['40', '3', '22']
4574 ['40', '3', '22']
4585 ['52', '36', '12']
4586 ['52', '36', '12']
4587 ['52', '36', '12']
4588 ['52', '36', '12']
4589 ['52', '36', '12']
4590 ['52', '36', '12']
4591 ['52', '36', '12']
4592 ['52', '36', '12']
4593 ['52', '36', '12']
4594 ['52', '36', '12']
4605 ['31', '38', '19']
4606 ['31', '38', '19']
4607 ['31', '38', '19']
4608 ['31', '38', '19']
4609 ['31', '38', '19']
4610 ['31', '38', '19']
4611 ['31', '38', '19']
4612 ['31', '38', '19']
4613 ['31', '38', '19']
4614 ['31', '38', '19']
4625 ['19', '15', '6']
4626 ['19', '15', '6']
4627 ['19', '15', '6']
4628 ['19', '15', '6']
4629 ['19', '15', '6']
4630 ['19', '15', '6']
4631 ['19', '15', '6']
4632 ['19', '15', '6']
4633 ['19', '15', '6']
4634 ['19', '15', '6']
4645 ['10', '24', '19']
4646 ['10', '24', '19']
4647 ['10', '24', '19']
4648 ['10', '24', '19']
4649 ['10', '24', '19']
4650 ['10', '24', '19']
4651 ['10', '24', '19']
4652 ['10', '24', '19']
4653 ['10', '24', '19']
4654 ['10', '24', '19']
4665 ['46', '4', '24']
4666 ['46', '4', '24']
4667 ['46', '4', '24']
4668 ['46', '4', '24']
4669 ['46', '4', '24']
4670 ['46', '4', '24']
4671 ['46', '4', '24']
4672 ['46', '4', '24']
4673 ['46', '4', '24']
4674 ['46', '4', '24']
4685 ['53', '10', '51']
4686 ['53', '10', '51']
4687 ['53', '10', '51']
4688 ['53', '10', '51']
4689 ['53', '10', '51']
4690 ['53', '10', '51']
4691 ['53', '10', '51']
4692 ['53', '10', '51']
4693 ['53', '10', '51']
4694 ['53', '10', '51']
4705 ['12', '24', '21']
4706 ['12', '24', '21']
4707 ['12', '24', '21']
4708 ['12', '24', '21']
4709 ['12', '24', '21']
4710 ['12', '24', '21']
4711 ['12', '24', '21']
4712 ['12', '24', '21']
4713 ['12', '24', '21']
4714 ['12', '24', '21']
4725 ['49', '32', '21']
4726 ['49', '32', '21']
4727 ['49', '32', '21']
4728 ['49', '32', '21']
4729 ['49', '32', '21']
4730 ['49', '32', '21']
4731 ['49', '32', '21']
4732 ['49', '32', '21']
4733 ['49', '32', '21']
4734 ['49', '32', '21']
4745 ['34', '3', '55']
4746 ['34', '3', '55']
4747 ['34', '3', '55']
4748 ['34', '3', '55']
4749 ['34', '3', '55']
4750 ['34', '3', '55']
4751 ['34', '3', '55']
4752 ['34', '3', '55']
4753 ['34', '3', '55']
4754 ['34', '3', '55']
4765 ['19', '59', '35']
4766 ['19', '59', '35']
4767 ['19', '59', '35']
4768 ['19', '59', '35']
4769 ['19', '59', '35']
4770 ['19', '59', '35']
4771 ['19', '59', '35']
4772 ['19', '59', '35']
4773 ['19', '59', '35']
4774 ['19', '59', '35']
4785 ['25', '23', '52']
4786 ['25', '23', '52']
4787 ['25', '23', '52']
4788 ['25', '23', '52']
4789 ['25', '23', '52']
4790 ['25', '23', '52']
4791 ['25', '23', '52']
4792 ['25', '23', '52']
4793 ['25', '23', '52']
4794 ['25', '23', '52']
4805 ['9', '1', '41']
4806 ['9', '1', '41']
4807 ['9', '1', '41']
4808 ['9', '1', '41']
4809 ['9', '1', '41']
4810 ['9', '1', '41']
4811 ['9', '1', '41']
4812 ['9', '1', '41']
4813 ['9', '1', '41']
4814 ['9', '1', '41']
4825 ['1', '0', '35']
4826 ['1', '0', '35']
4827 ['1', '0', '35']
4828 ['1', '0', '35']
4829 ['1', '0', '35']
4830 ['1', '0', '35']
4831 ['1', '0', '35']
4832 ['1', '0', '35']
4833 ['1', '0', '35']
4834 ['1', '0', '35']
4845 ['21', '20', '50']
4846 ['21', '20', '50']
4847 ['21', '20', '50']
4848 ['21', '20', '50']
4849 ['21', '20', '50']
4850 ['21', '20', '50']
4851 ['21', '20', '50']
4852 ['21', '20', '50']
4853 ['21', '20', '50']
4854 ['21', '20', '50']
4865 ['43', '17', '48']
4866 ['43', '17', '48']
4867 ['43', '17', '48']
4868 ['43', '17', '48']
4869 ['43', '17', '48']
4870 ['43', '17', '48']
4871 ['43', '17', '48']
4872 ['43', '17', '48']
4873 ['43', '17', '48']
4874 ['43', '17', '48']
4885 ['3', '16', '5']
4886 ['3', '16', '5']
4887 ['3', '16', '5']
4888 ['3', '16', '5']
4889 ['3', '16', '5']
4890 ['3', '16', '5']
4891 ['3', '16', '5']
4892 ['3', '16', '5']
4893 ['3', '16', '5']
4894 ['3', '16', '5']
4905 ['12', '26', '50']
4906 ['12', '26', '50']
4907 ['12', '26', '50']
4908 ['12', '26', '50']
4909 ['12', '26', '50']
4910 ['12', '26', '50']
4911 ['12', '26', '50']
4912 ['12', '26', '50']
4913 ['12', '26', '50']
4914 ['12', '26', '50']
4925 ['7', '13', '4']
4926 ['7', '13', '4']
4927 ['7', '13', '4']
4928 ['7', '13', '4']
4929 ['7', '13', '4']
4930 ['7', '13', '4']
4931 ['7', '13', '4']
4932 ['7', '13', '4']
4933 ['7', '13', '4']
4934 ['7', '13', '4']
4945 ['58', '34', '24']
4946 ['58', '34', '24']
4947 ['58', '34', '24']
4948 ['58', '34', '24']
4949 ['58', '34', '24']
4950 ['58', '34', '24']
4951 ['58', '34', '24']
4952 ['58', '34', '24']
4953 ['58', '34', '24']
4954 ['58', '34', '24']
4965 ['23', '0', '17']
4966 ['23', '0', '17']
4967 ['23', '0', '17']
4968 ['23', '0', '17']
4969 ['23', '0', '17']
4970 ['23', '0', '17']
4971 ['23', '0', '17']
4972 ['23', '0', '17']
4973 ['23', '0', '17']
4974 ['23', '0', '17']
4985 ['59', '51', '13']
4986 ['59', '51', '13']
4987 ['59', '51', '13']
4988 ['59', '51', '13']
4989 ['59', '51', '13']
4990 ['59', '51', '13']
4991 ['59', '51', '13']
4992 ['59', '51', '13']
4993 ['59', '51', '13']
4994 ['59', '51', '13']
