0 ['5', '59', '3', '29']
3314 ['51', '52', '25', '6']
3315 ['51', '52', '25', '6']
3316 ['51', '52', '25', '6']
3327 ['52', '6', '51', '3']
3328 ['52', '6', '51', '3']
3329 ['52', '6', '51', '3']
3330 ['52', '6', '51', '3']
3331 ['52', '6', '51', '3']
3332 ['52', '6', '51', '3']
3333 ['52', '6', '51', '3']
3334 ['52', '6', '51', '3']
3335 ['52', '6', '51', '3']
3336 ['52', '6', '51', '3']
3347 ['52', '51', '6', '10']
3348 ['52', '51', '6', '10']
3349 ['52', '51', '6', '10']
3350 ['52', '51', '6', '10']
3351 ['52', '51', '6', '10']
3352 ['52', '51', '6', '10']
3353 ['52', '51', '6', '10']
3354 ['52', '51', '6', '10']
3355 ['52', '51', '6', '10']
3356 ['52', '51', '6', '10']
3367 ['51', '6', '52', '25']
3368 ['51', '6', '52', '25']
3369 ['51', '6', '52', '25']
3370 ['51', '6', '52', '25']
3371 ['51', '6', '52', '25']
3372 ['51', '6', '52', '25']
3373 ['51', '6', '52', '25']
3374 ['51', '6', '52', '25']
3375 ['51', '6', '52', '25']
3376 ['51', '6', '52', '25']
3387 ['51', '52', '25', '1']
3388 ['51', '52', '25', '1']
3389 ['51', '52', '25', '1']
3390 ['51', '52', '25', '1']
3391 ['51', '52', '25', '1']
3392 ['51', '52', '25', '1']
3393 ['51', '52', '25', '1']
3394 ['51', '52', '25', '1']
3395 ['51', '52', '25', '1']
3396 ['51', '52', '25', '1']
3407 ['51', '52', '25', '46']
3408 ['51', '52', '25', '46']
3409 ['51', '52', '25', '46']
3410 ['51', '52', '25', '46']
3411 ['51', '52', '25', '46']
3412 ['51', '52', '25', '46']
3413 ['51', '52', '25', '46']
3414 ['51', '52', '25', '46']
3415 ['51', '52', '25', '46']
3416 ['51', '52', '25', '46']
3427 ['25', '52', '51', '59']
3428 ['25', '52', '51', '59']
3429 ['25', '52', '51', '59']
3430 ['25', '52', '51', '59']
3431 ['25', '52', '51', '59']
3432 ['25', '52', '51', '59']
3433 ['25', '52', '51', '59']
3434 ['25', '52', '51', '59']
3435 ['25', '52', '51', '59']
3436 ['25', '52', '51', '59']
3447 ['59', '52', '51', '25']
3448 ['59', '52', '51', '25']
3449 ['59', '52', '51', '25']
3450 ['59', '52', '51', '25']
3451 ['59', '52', '51', '25']
3452 ['59', '52', '51', '25']
3453 ['59', '52', '51', '25']
3454 ['59', '52', '51', '25']
3455 ['59', '52', '51', '25']
3456 ['59', '52', '51', '25']
3467 ['52', '51', '25', '49']
3468 ['52', '51', '25', '49']
3469 ['52', '51', '25', '49']
3470 ['52', '51', '25', '49']
3471 ['52', '51', '25', '49']
3472 ['52', '51', '25', '49']
3473 ['52', '51', '25', '49']
3474 ['52', '51', '25', '49']
3475 ['52', '51', '25', '49']
3476 ['52', '51', '25', '49']
3487 ['52', '51', '58', '6']
3488 ['52', '51', '58', '6']
3489 ['52', '51', '58', '6']
3490 ['52', '51', '58', '6']
3491 ['52', '51', '58', '6']
3492 ['52', '51', '58', '6']
3493 ['52', '51', '58', '6']
3494 ['52', '51', '58', '6']
3495 ['52', '51', '58', '6']
3496 ['52', '51', '58', '6']
3507 ['52', '51', '6', '45']
3508 ['52', '51', '6', '45']
3509 ['52', '51', '6', '45']
3510 ['52', '51', '6', '45']
3511 ['52', '51', '6', '45']
3512 ['52', '51', '6', '45']
3513 ['52', '51', '6', '45']
3514 ['52', '51', '6', '45']
3515 ['52', '51', '6', '45']
3516 ['52', '51', '6', '45']
3527 ['52', '51', '6', '40']
3528 ['52', '51', '6', '40']
3529 ['52', '51', '6', '40']
3530 ['52', '51', '6', '40']
3531 ['52', '51', '6', '40']
3532 ['52', '51', '6', '40']
3533 ['52', '51', '6', '40']
3534 ['52', '51', '6', '40']
3535 ['52', '51', '6', '40']
3536 ['52', '51', '6', '40']
3547 ['51', '6', '52', '46']
3548 ['51', '6', '52', '46']
3549 ['51', '6', '52', '46']
3550 ['51', '6', '52', '46']
3551 ['51', '6', '52', '46']
3552 ['51', '6', '52', '46']
3553 ['51', '6', '52', '46']
3554 ['51', '6', '52', '46']
3555 ['51', '6', '52', '46']
3556 ['51', '6', '52', '46']
3567 ['52', '6', '51', '14']
3568 ['52', '6', '51', '14']
3569 ['52', '6', '51', '14']
3570 ['52', '6', '51', '14']
3571 ['52', '6', '51', '14']
3572 ['52', '6', '51', '14']
3573 ['52', '6', '51', '14']
3574 ['52', '6', '51', '14']
3575 ['52', '6', '51', '14']
3576 ['52', '6', '51', '14']
3587 ['6', '51', '52', '59']
3588 ['6', '51', '52', '59']
3589 ['6', '51', '52', '59']
3590 ['6', '51', '52', '59']
3591 ['6', '51', '52', '59']
3592 ['6', '51', '52', '59']
3593 ['6', '51', '52', '59']
3594 ['6', '51', '52', '59']
3595 ['6', '51', '52', '59']
3596 ['6', '51', '52', '59']
3607 ['51', '52', '59', '29']
3608 ['51', '52', '59', '29']
3609 ['51', '52', '59', '29']
3610 ['51', '52', '59', '29']
3611 ['51', '52', '59', '29']
3612 ['51', '52', '59', '29']
3613 ['51', '52', '59', '29']
3614 ['51', '52', '59', '29']
3615 ['51', '52', '59', '29']
3616 ['51', '52', '59', '6']
3617 ['51', '52', '59', '6']
3618 ['51', '52', '59', '6']
3619 ['51', '52', '59', '6']
3620 ['51', '52', '59', '6']
3621 ['51', '52', '59', '6']
3622 ['51', '52', '59', '6']
3623 ['51', '52', '59', '6']
3624 ['51', '52', '59', '6']
3625 ['51', '52', '59', '6']
3626 ['51', '52', '59', '6']
3637 ['51', '52', '6', '47']
3638 ['51', '52', '6', '47']
3639 ['51', '52', '6', '47']
3640 ['51', '52', '6', '47']
3641 ['51', '52', '6', '47']
3642 ['51', '52', '6', '47']
3643 ['51', '52', '6', '47']
3644 ['51', '52', '6', '47']
3645 ['51', '52', '6', '47']
3646 ['51', '52', '6', '47']
3657 ['51', '52', '6', '18']
3658 ['51', '52', '6', '18']
3659 ['51', '52', '6', '18']
3660 ['51', '52', '6', '18']
3661 ['51', '52', '6', '18']
3662 ['51', '52', '6', '18']
3663 ['51', '52', '6', '18']
3664 ['51', '52', '6', '18']
3665 ['51', '52', '6', '18']
3666 ['51', '52', '6', '18']
3677 ['51', '6', '52', '58']
3678 ['51', '6', '52', '58']
3679 ['51', '52', '6', '59']
3680 ['51', '52', '6', '59']
3681 ['51', '52', '6', '59']
3682 ['51', '52', '6', '59']
3683 ['51', '52', '6', '59']
3684 ['51', '52', '6', '59']
3685 ['51', '52', '6', '59']
3686 ['51', '52', '6', '59']
3687 ['51', '52', '6', '59']
3688 ['51', '52', '6', '59']
3689 ['51', '52', '6', '59']
3700 ['52', '59', '51', '39']
3701 ['52', '59', '51', '39']
3702 ['52', '59', '51', '39']
3703 ['52', '59', '51', '39']
3704 ['52', '59', '51', '39']
3705 ['52', '59', '51', '39']
3706 ['52', '59', '51', '39']
3707 ['52', '59', '51', '39']
3708 ['52', '59', '51', '39']
3709 ['52', '59', '51', '39']
3720 ['52', '59', '51', '21']
3721 ['52', '59', '51', '21']
3722 ['52', '59', '51', '21']
3723 ['52', '59', '51', '21']
3724 ['52', '59', '51', '21']
3725 ['52', '59', '51', '21']
3726 ['52', '59', '51', '21']
3727 ['52', '59', '51', '21']
3728 ['52', '59', '51', '21']
3729 ['52', '59', '51', '25']
3730 ['52', '59', '51', '25']
3731 ['52', '59', '51', '25']
3732 ['52', '59', '51', '25']
3733 ['52', '59', '51', '25']
3734 ['52', '59', '51', '25']
3735 ['52', '59', '51', '25']
3736 ['52', '59', '51', '25']
3737 ['52', '59', '51', '25']
3738 ['52', '59', '51', '25']
3739 ['52', '59', '51', '25']
3750 ['51', '25', '52', '17']
3751 ['51', '25', '52', '17']
3752 ['51', '25', '52', '17']
3753 ['51', '25', '52', '17']
3754 ['51', '25', '52', '17']
3755 ['51', '25', '52', '17']
3756 ['51', '25', '52', '17']
3757 ['51', '25', '52', '17']
3758 ['51', '25', '52', '17']
3759 ['51', '25', '52', '17']
3770 ['51', '25', '52', '57']
3771 ['51', '25', '52', '6']
3772 ['51', '25', '52', '6']
3773 ['51', '25', '52', '6']
3774 ['51', '25', '52', '6']
3775 ['51', '25', '52', '6']
3776 ['51', '25', '52', '6']
3777 ['51', '25', '52', '6']
3778 ['51', '25', '52', '6']
3779 ['51', '25', '52', '6']
3780 ['51', '25', '52', '6']
3781 ['51', '25', '52', '6']
3792 ['52', '51', '6', '25']
3793 ['52', '51', '6', '25']
3794 ['52', '51', '6', '25']
3795 ['52', '51', '6', '25']
3796 ['52', '51', '6', '25']
3797 ['52', '51', '6', '25']
3798 ['52', '51', '6', '25']
3799 ['52', '51', '6', '25']
3800 ['52', '51', '6', '25']
3801 ['52', '51', '6', '25']
3812 ['52', '51', '6', '24']
3813 ['52', '51', '6', '24']
3814 ['52', '51', '6', '24']
3815 ['52', '51', '6', '24']
3816 ['52', '51', '6', '24']
3817 ['52', '51', '6', '24']
3818 ['52', '51', '6', '24']
3819 ['52', '51', '6', '24']
3820 ['52', '51', '6', '24']
3821 ['52', '51', '6', '59']
3822 ['52', '51', '6', '59']
3823 ['52', '51', '6', '59']
3824 ['52', '51', '6', '59']
3825 ['52', '51', '6', '59']
3826 ['52', '51', '6', '59']
3827 ['52', '51', '6', '59']
3828 ['52', '51', '6', '59']
3829 ['52', '51', '6', '59']
3830 ['52', '51', '6', '59']
3831 ['52', '51', '6', '59']
3842 ['51', '59', '52', '57']
3843 ['51', '59', '52', '57']
3844 ['51', '59', '52', '57']
3845 ['51', '52', '59', '6']
3846 ['51', '52', '59', '6']
3847 ['51', '52', '59', '6']
3848 ['51', '52', '59', '6']
3849 ['51', '52', '59', '6']
3850 ['51', '52', '59', '6']
3851 ['51', '52', '59', '6']
3852 ['51', '52', '59', '6']
3853 ['51', '52', '59', '6']
3854 ['51', '52', '59', '6']
3855 ['51', '52', '59', '6']
3866 ['51', '52', '59', '31']
3867 ['51', '52', '59', '31']
3868 ['51', '52', '59', '31']
3869 ['51', '52', '59', '31']
3870 ['51', '52', '59', '31']
3871 ['51', '52', '59', '31']
3872 ['51', '52', '59', '31']
3873 ['51', '52', '59', '31']
3874 ['51', '52', '59', '31']
3875 ['51', '52', '59', '31']
3886 ['51', '52', '59', '5']
3887 ['51', '52', '59', '5']
3888 ['51', '52', '59', '5']
3889 ['51', '52', '59', '5']
3890 ['51', '52', '59', '5']
3891 ['51', '52', '59', '5']
3892 ['51', '52', '59', '5']
3893 ['51', '52', '59', '5']
3894 ['51', '52', '59', '5']
3895 ['51', '52', '59', '5']
3906 ['51', '52', '25', '6']
3907 ['51', '52', '25', '6']
3908 ['51', '52', '25', '6']
3909 ['51', '52', '25', '6']
3910 ['51', '52', '25', '6']
3911 ['51', '52', '25', '6']
3912 ['51', '52', '25', '6']
3913 ['51', '52', '25', '6']
3914 ['51', '52', '25', '6']
3915 ['51', '52', '25', '6']
3926 ['52', '51', '25', '16']
3927 ['52', '51', '25', '6']
3928 ['52', '51', '25', '6']
3929 ['52', '51', '25', '6']
3930 ['52', '51', '25', '6']
3931 ['52', '51', '25', '6']
3932 ['52', '51', '25', '6']
3933 ['52', '51', '25', '6']
3934 ['52', '51', '25', '6']
3935 ['52', '51', '25', '6']
3936 ['52', '51', '25', '6']
3937 ['52', '51', '25', '6']
3948 ['52', '51', '6', '21']
3949 ['52', '51', '6', '21']
3950 ['51', '6', '52', '59']
3951 ['51', '6', '52', '59']
3952 ['51', '6', '52', '59']
3953 ['51', '6', '52', '59']
3954 ['51', '6', '52', '59']
3955 ['51', '6', '52', '59']
3956 ['51', '6', '52', '59']
3957 ['51', '6', '52', '59']
3958 ['51', '6', '52', '59']
3959 ['51', '6', '52', '59']
3960 ['51', '6', '52', '59']
3971 ['52', '59', '51', '25']
3972 ['52', '59', '51', '25']
3973 ['52', '59', '51', '25']
3974 ['52', '59', '51', '25']
3975 ['52', '59', '51', '25']
3976 ['52', '59', '51', '25']
3977 ['52', '59', '51', '25']
3978 ['52', '59', '51', '25']
3979 ['52', '59', '51', '25']
3980 ['52', '59', '51', '25']
3991 ['52', '51', '25', '30']
3992 ['52', '51', '25', '30']
3993 ['52', '51', '25', '30']
3994 ['52', '51', '25', '30']
3995 ['52', '51', '25', '30']
3996 ['52', '51', '25', '30']
3997 ['52', '51', '25', '30']
3998 ['52', '51', '25', '30']
3999 ['52', '51', '25', '30']
4000 ['52', '51', '25', '30']
4011 ['51', '52', '25', '1']
4012 ['51', '52', '25', '1']
4013 ['51', '52', '25', '1']
4014 ['51', '52', '25', '1']
4015 ['51', '52', '25', '1']
4016 ['51', '52', '25', '1']
4017 ['51', '52', '25', '1']
4018 ['51', '52', '25', '1']
4019 ['51', '52', '25', '1']
4020 ['51', '52', '25', '1']
4021 ['51', '52', '25', '1']
4032 ['51', '52', '25', '20']
4033 ['51', '52', '25', '20']
4034 ['51', '52', '25', '20']
4035 ['51', '52', '25', '20']
4036 ['51', '52', '25', '20']
4037 ['51', '52', '25', '20']
4038 ['51', '52', '25', '1']
4039 ['51', '52', '25', '1']
4040 ['51', '52', '25', '1']
4041 ['51', '52', '25', '1']
4042 ['51', '52', '25', '1']
4043 ['51', '52', '25', '1']
4044 ['51', '52', '25', '1']
4045 ['51', '52', '25', '1']
4046 ['51', '52', '25', '1']
4047 ['51', '52', '25', '1']
4048 ['51', '52', '25', '1']
4059 ['52', '25', '51', '6']
4060 ['52', '25', '51', '6']
4061 ['52', '25', '51', '6']
4062 ['52', '25', '51', '6']
4063 ['52', '25', '51', '6']
4064 ['52', '25', '51', '6']
4065 ['52', '25', '51', '6']
4066 ['52', '25', '51', '6']
4067 ['52', '25', '51', '6']
4068 ['52', '25', '51', '6']
4079 ['51', '59', '52', '25']
4080 ['51', '59', '52', '25']
4081 ['51', '59', '52', '25']
4082 ['51', '59', '52', '25']
4083 ['51', '59', '52', '25']
4084 ['51', '59', '52', '25']
4085 ['51', '59', '52', '25']
4086 ['51', '59', '52', '25']
4087 ['51', '59', '52', '25']
4088 ['51', '59', '52', '25']
4089 ['51', '59', '52', '25']
4100 ['51', '52', '25', '40']
4101 ['51', '52', '25', '40']
4102 ['51', '52', '25', '40']
4103 ['51', '52', '25', '40']
4104 ['51', '52', '25', '40']
4105 ['51', '52', '25', '40']
4106 ['51', '52', '25', '40']
4107 ['51', '52', '25', '40']
4108 ['51', '52', '25', '40']
4109 ['51', '52', '25', '40']
4120 ['51', '25', '52', '1']
4121 ['51', '25', '52', '1']
4122 ['51', '25', '52', '1']
4123 ['51', '25', '52', '1']
4124 ['51', '25', '52', '1']
4125 ['51', '25', '52', '1']
4126 ['51', '25', '52', '1']
4127 ['51', '25', '52', '1']
4128 ['51', '25', '52', '1']
4129 ['51', '25', '52', '1']
4140 ['52', '51', '25', '21']
4141 ['52', '51', '25', '21']
4142 ['52', '51', '25', '21']
4143 ['52', '51', '25', '21']
4144 ['52', '51', '25', '21']
4145 ['52', '51', '25', '21']
4146 ['52', '51', '25', '21']
4147 ['52', '51', '25', '21']
4148 ['52', '51', '25', '21']
4149 ['52', '51', '25', '21']
4160 ['52', '25', '51', '27']
4161 ['52', '25', '51', '27']
4162 ['52', '25', '51', '27']
4163 ['52', '25', '51', '27']
4164 ['52', '25', '51', '27']
4165 ['52', '25', '51', '27']
4166 ['52', '25', '51', '27']
4167 ['52', '25', '51', '27']
4168 ['52', '25', '51', '27']
4169 ['52', '25', '51', '27']
4180 ['52', '25', '51', '6']
4181 ['52', '25', '51', '6']
4182 ['52', '25', '51', '6']
4183 ['52', '25', '51', '6']
4184 ['52', '25', '51', '6']
4185 ['52', '25', '51', '6']
4186 ['52', '25', '51', '6']
4187 ['52', '25', '51', '6']
4188 ['52', '25', '51', '6']
4189 ['52', '25', '51', '6']
4200 ['52', '25', '51', '6']
4201 ['52', '25', '51', '6']
4202 ['52', '25', '51', '6']
4203 ['52', '25', '51', '6']
4204 ['52', '25', '51', '6']
4205 ['52', '25', '51', '6']
4206 ['52', '25', '51', '6']
4207 ['52', '25', '51', '6']
4208 ['52', '25', '51', '6']
4209 ['52', '25', '51', '6']
4220 ['25', '51', '6', '54']
4221 ['25', '51', '6', '54']
4222 ['25', '51', '6', '54']
4223 ['25', '51', '6', '54']
4224 ['25', '51', '6', '54']
4225 ['25', '51', '6', '54']
4226 ['25', '51', '6', '54']
4227 ['25', '51', '6', '54']
4228 ['25', '51', '6', '54']
4229 ['25', '51', '6', '54']
4240 ['25', '6', '51', '60']
4241 ['25', '6', '51', '60']
4242 ['25', '6', '51', '60']
4243 ['25', '6', '51', '60']
4244 ['25', '6', '51', '60']
4245 ['25', '6', '51', '60']
4246 ['25', '6', '51', '60']
4247 ['25', '6', '51', '60']
4248 ['25', '6', '51', '60']
4249 ['25', '6', '51', '60']
4260 ['6', '51', '25', '5']
4261 ['6', '51', '25', '5']
4262 ['6', '51', '25', '5']
4263 ['6', '51', '25', '5']
4264 ['6', '51', '25', '5']
4265 ['6', '51', '25', '5']
4266 ['6', '51', '25', '5']
4267 ['6', '51', '25', '5']
4268 ['6', '51', '25', '5']
4269 ['6', '51', '25', '5']
4280 ['25', '6', '51', '48']
4281 ['25', '6', '51', '48']
4282 ['25', '6', '51', '48']
4283 ['25', '6', '51', '48']
4284 ['25', '6', '51', '48']
4285 ['25', '6', '51', '48']
4286 ['25', '6', '51', '48']
4287 ['25', '6', '51', '48']
4288 ['25', '6', '51', '48']
4289 ['25', '6', '51', '48']
4300 ['6', '51', '25', '37']
4301 ['6', '51', '25', '37']
4302 ['6', '51', '25', '37']
4303 ['6', '51', '25', '37']
4304 ['6', '51', '25', '37']
4305 ['6', '51', '25', '37']
4306 ['6', '51', '25', '37']
4307 ['6', '51', '25', '37']
4308 ['6', '51', '25', '37']
4309 ['6', '51', '25', '37']
4320 ['6', '51', '25', '33']
4321 ['6', '51', '25', '33']
4322 ['6', '51', '25', '33']
4323 ['6', '51', '25', '33']
4324 ['6', '51', '25', '33']
4325 ['6', '51', '25', '33']
4326 ['6', '51', '25', '33']
4327 ['6', '51', '25', '33']
4328 ['6', '51', '25', '33']
4329 ['6', '51', '25', '33']
4340 ['6', '51', '25', '27']
4341 ['6', '51', '25', '27']
4342 ['6', '51', '25', '27']
4343 ['6', '51', '25', '27']
4344 ['6', '51', '25', '27']
4345 ['6', '51', '25', '27']
4346 ['6', '51', '25', '27']
4347 ['6', '51', '25', '27']
4348 ['6', '51', '25', '27']
4349 ['6', '51', '25', '27']
4360 ['51', '25', '6', '60']
4361 ['51', '25', '6', '60']
4362 ['51', '25', '6', '60']
4363 ['51', '25', '6', '60']
4364 ['51', '25', '6', '60']
4365 ['51', '25', '6', '60']
4366 ['51', '25', '6', '60']
4367 ['51', '25', '6', '60']
4368 ['51', '25', '6', '60']
4369 ['51', '25', '6', '60']
4380 ['6', '25', '51', '6']
4381 ['6', '25', '51', '6']
4382 ['6', '25', '51', '6']
4383 ['6', '25', '51', '6']
4384 ['6', '25', '51', '6']
4385 ['6', '25', '51', '6']
4386 ['6', '25', '51', '6']
4387 ['6', '25', '51', '6']
4388 ['6', '25', '51', '6']
4389 ['6', '25', '51', '6']
4400 ['25', '6', '51', '49']
4401 ['25', '6', '51', '49']
4402 ['25', '6', '51', '49']
4403 ['25', '6', '51', '49']
4404 ['25', '6', '51', '49']
4405 ['25', '6', '51', '49']
4406 ['25', '6', '51', '49']
4407 ['25', '6', '51', '49']
4408 ['25', '6', '51', '49']
4409 ['25', '6', '51', '49']
4420 ['25', '6', '51', '38']
4421 ['25', '6', '51', '38']
4422 ['25', '6', '51', '38']
4423 ['25', '6', '51', '38']
4424 ['25', '6', '51', '38']
4425 ['25', '6', '51', '38']
4426 ['25', '6', '51', '38']
4427 ['25', '6', '51', '38']
4428 ['25', '6', '51', '38']
4429 ['25', '6', '51', '38']
4440 ['25', '6', '51', '45']
4441 ['25', '6', '51', '45']
4442 ['25', '6', '51', '45']
4443 ['25', '6', '51', '45']
4444 ['25', '6', '51', '45']
4445 ['25', '6', '51', '45']
4446 ['25', '6', '51', '45']
4447 ['25', '6', '51', '45']
4448 ['25', '6', '51', '45']
4449 ['25', '6', '51', '45']
4460 ['6', '51', '25', '52']
4461 ['6', '51', '25', '52']
4462 ['6', '51', '25', '52']
4463 ['6', '51', '25', '52']
4464 ['6', '51', '25', '52']
4465 ['6', '51', '25', '52']
4466 ['6', '51', '25', '52']
4467 ['6', '51', '25', '52']
4468 ['6', '51', '25', '52']
4469 ['6', '51', '25', '52']
4480 ['51', '25', '52', '3']
4481 ['51', '25', '52', '3']
4482 ['51', '25', '52', '3']
4483 ['51', '25', '52', '3']
4484 ['51', '25', '52', '3']
4485 ['51', '25', '52', '3']
4486 ['51', '25', '52', '3']
4487 ['51', '25', '52', '3']
4488 ['51', '25', '52', '3']
4489 ['51', '25', '52', '3']
4500 ['51', '25', '52', '31']
4501 ['51', '25', '52', '31']
4502 ['51', '25', '52', '31']
4503 ['51', '25', '52', '31']
4504 ['51', '25', '52', '31']
4505 ['51', '25', '52', '31']
4506 ['51', '25', '52', '31']
4507 ['51', '25', '52', '31']
4508 ['51', '25', '52', '31']
4509 ['51', '25', '52', '31']
4520 ['51', '52', '25', '1']
4521 ['51', '52', '25', '1']
4522 ['51', '52', '25', '1']
4523 ['51', '52', '25', '1']
4524 ['51', '52', '25', '1']
4525 ['51', '52', '25', '1']
4526 ['51', '52', '25', '1']
4527 ['51', '52', '25', '1']
4528 ['51', '52', '25', '1']
4529 ['51', '52', '25', '1']
4540 ['51', '52', '25', '12']
4541 ['51', '52', '25', '12']
4542 ['51', '52', '25', '12']
4543 ['51', '52', '25', '12']
4544 ['51', '52', '25', '12']
4545 ['51', '52', '25', '12']
4546 ['51', '52', '25', '12']
4547 ['51', '52', '25', '12']
4548 ['51', '52', '25', '12']
4549 ['51', '52', '25', '12']
4560 ['52', '51', '25', '59']
4561 ['52', '51', '25', '59']
4562 ['52', '51', '25', '59']
4563 ['52', '51', '25', '59']
4564 ['52', '51', '25', '59']
4565 ['52', '51', '25', '59']
4566 ['52', '51', '25', '59']
4567 ['52', '51', '25', '59']
4568 ['52', '51', '25', '59']
4569 ['52', '51', '25', '59']
4580 ['52', '51', '59', '39']
4581 ['59', '51', '52', '6']
4582 ['59', '51', '52', '6']
4583 ['59', '51', '52', '6']
4584 ['59', '51', '52', '6']
4585 ['59', '51', '52', '6']
4586 ['59', '51', '52', '6']
4587 ['59', '51', '52', '6']
4588 ['59', '51', '52', '6']
4589 ['59', '51', '52', '6']
4590 ['59', '51', '52', '6']
4591 ['59', '51', '52', '6']
4602 ['51', '52', '6', '25']
4603 ['51', '52', '6', '25']
4604 ['51', '52', '6', '25']
4605 ['51', '52', '6', '25']
4606 ['51', '52', '6', '25']
4607 ['51', '52', '6', '25']
4608 ['51', '52', '6', '25']
4609 ['51', '52', '6', '25']
4610 ['51', '52', '6', '25']
4611 ['51', '52', '6', '25']
4622 ['51', '52', '25', '40']
4623 ['51', '52', '25', '40']
4624 ['51', '52', '25', '40']
4625 ['51', '52', '25', '40']
4626 ['51', '52', '25', '40']
4627 ['51', '52', '25', '40']
4628 ['51', '52', '25', '40']
4629 ['51', '52', '25', '40']
4630 ['51', '52', '25', '40']
4631 ['51', '52', '25', '40']
4642 ['51', '52', '25', '46']
4643 ['51', '52', '25', '46']
4644 ['51', '52', '25', '46']
4645 ['51', '25', '52', '6']
4646 ['51', '25', '52', '6']
4647 ['51', '25', '52', '6']
4648 ['51', '25', '52', '6']
4649 ['51', '25', '52', '6']
4650 ['51', '25', '52', '6']
4651 ['51', '25', '52', '6']
4652 ['51', '25', '52', '6']
4653 ['51', '25', '52', '6']
4654 ['51', '25', '52', '6']
4655 ['51', '25', '52', '6']
4666 ['51', '52', '6', '4']
4667 ['51', '52', '6', '4']
4668 ['51', '52', '6', '4']
4669 ['51', '52', '6', '4']
4670 ['51', '52', '6', '4']
4671 ['51', '52', '6', '4']
4672 ['51', '52', '6', '4']
4673 ['51', '52', '6', '4']
4674 ['51', '52', '6', '4']
4675 ['51', '52', '6', '4']
4686 ['51', '6', '52', '24']
4687 ['51', '6', '52', '24']
4688 ['51', '6', '52', '24']
4689 ['51', '6', '52', '24']
4690 ['51', '6', '52', '24']
4691 ['51', '6', '52', '24']
4692 ['51', '6', '52', '24']
4693 ['51', '6', '52', '24']
4694 ['51', '6', '52', '24']
4695 ['51', '6', '52', '24']
4706 ['51', '52', '6', '59']
4707 ['51', '52', '6', '59']
4708 ['51', '52', '6', '59']
4709 ['51', '52', '6', '59']
4710 ['51', '52', '6', '59']
4711 ['51', '52', '6', '59']
4712 ['51', '52', '6', '59']
4713 ['51', '52', '6', '59']
4714 ['51', '52', '6', '59']
4715 ['51', '52', '6', '59']
4726 ['51', '52', '59', '29']
4727 ['51', '52', '59', '29']
4728 ['51', '52', '59', '29']
4729 ['51', '52', '59', '29']
4730 ['51', '52', '59', '29']
4731 ['51', '52', '59', '29']
4732 ['51', '52', '59', '29']
4733 ['51', '52', '59', '29']
4734 ['51', '52', '59', '29']
4735 ['51', '52', '59', '29']
4746 ['51', '59', '52', '50']
4747 ['51', '59', '52', '50']
4748 ['51', '59', '52', '50']
4749 ['51', '59', '52', '50']
4750 ['51', '59', '52', '50']
4751 ['51', '59', '52', '50']
4752 ['51', '59', '52', '50']
4753 ['51', '59', '52', '50']
4754 ['51', '59', '52', '50']
4755 ['51', '59', '52', '50']
4766 ['51', '59', '52', '15']
4767 ['51', '59', '52', '25']
4768 ['51', '59', '52', '25']
4769 ['51', '59', '52', '25']
4770 ['51', '59', '52', '25']
4771 ['51', '59', '52', '25']
4772 ['51', '59', '52', '25']
4773 ['51', '59', '52', '25']
4774 ['51', '59', '52', '25']
4775 ['51', '59', '52', '25']
4776 ['51', '59', '52', '25']
4777 ['51', '59', '52', '25']
4788 ['51', '52', '25', '5']
4789 ['51', '52', '25', '5']
4790 ['51', '52', '25', '5']
4791 ['51', '52', '25', '5']
4792 ['51', '52', '25', '5']
4793 ['51', '52', '25', '5']
4794 ['51', '52', '25', '5']
4795 ['51', '52', '25', '5']
4796 ['51', '52', '25', '5']
4797 ['51', '52', '25', '5']
4808 ['52', '25', '51', '48']
4809 ['52', '25', '51', '48']
4810 ['52', '25', '51', '48']
4811 ['52', '25', '51', '48']
4812 ['52', '25', '51', '48']
4813 ['52', '25', '51', '48']
4814 ['52', '25', '51', '48']
4815 ['52', '25', '51', '48']
4816 ['52', '25', '51', '48']
4817 ['52', '25', '51', '48']
4828 ['52', '25', '51', '1']
4829 ['52', '25', '51', '1']
4830 ['52', '25', '51', '1']
4831 ['52', '25', '51', '1']
4832 ['52', '25', '51', '1']
4833 ['52', '25', '51', '1']
4834 ['52', '25', '51', '1']
4835 ['52', '25', '51', '1']
4836 ['52', '25', '51', '1']
4837 ['52', '25', '51', '1']
4848 ['52', '51', '59', '34']
4849 ['52', '51', '59', '34']
4850 ['52', '51', '59', '34']
4851 ['52', '51', '59', '34']
4852 ['52', '51', '59', '34']
4853 ['52', '51', '59', '34']
4854 ['52', '51', '59', '34']
4855 ['52', '51', '59', '34']
4856 ['52', '51', '59', '34']
4857 ['52', '51', '59', '34']
4868 ['51', '59', '52', '46']
4869 ['51', '59', '52', '46']
4870 ['51', '59', '52', '46']
4871 ['51', '59', '52', '46']
4872 ['51', '59', '52', '46']
4873 ['51', '59', '52', '46']
4874 ['51', '59', '52', '46']
4875 ['51', '59', '52', '46']
4876 ['51', '59', '52', '46']
4877 ['51', '59', '52', '46']
4888 ['51', '59', '52', '5']
4889 ['51', '59', '52', '6']
4890 ['51', '59', '52', '6']
4891 ['51', '59', '52', '6']
4892 ['51', '59', '52', '6']
4893 ['51', '59', '52', '6']
4894 ['51', '59', '52', '6']
4895 ['51', '59', '52', '6']
